TeamNumber,Name,City,State,Country,ImageURL
2501,Bionic Polars,North St. Paul,Minnesota,USA,
2502,Talon Robotics,Eden Prairie,Minnesota,USA,
2503,Warrior Robotics,Brainerd,Minnesota,USA,
2504,The Governors,Honolulu,Hawaii,USA,
2505,The Electric Sheep,Toronto,ON,Canada,
2506,Saber Robotics,Franklin,Wisconsin,USA,
2508,Armada,Stillwater,Minnesota,USA,
2509,Tigerbots,Hutchinson ,Minnesota,USA,
2510,anishinaabe,Cloquet,MN,USA,
2511,Cougars,Lakeville,Minnesota,USA,
2512,Duluth East Daredevils,Duluth,Minnesota,USA,
2513,T.E.R.T.O.L.A.,Minneapolis,Minnesota,USA,
2514,3M MHS,Mahtomedi,MN,USA,
2515,MR.E,Marshall,Minnesota,USA,
2517,Green Wrenches,Vancouver,WA,USA,
2518,Spartan Robotics,Inver Grove Heights,Minnesota,USA,
2520,Robotics 9000,Las Vegas,NV,USA,
2521,SERT,Eugene,Oregon,USA,
2522,Royal Robotics,Bothell,Washington,USA,
2523,Tech Storm,Saint Johnsbury,Vermont,USA,
2524,Roosevelt Rough Riders,Yonkers,NY,USA,
2525,The pHalcons,Plymouth,Minnesota,USA,
2526,Crimson Robotics,Osseo,Minnesota,USA,
2528,RoboDoves,Baltimore,Maryland,USA,
2529,Open Circuits,Saint Paul,Minnesota,USA,
2530,Inconceivable,Rochester,Minnesota,USA,
2531,RoboHawks,Chaska,Minnesota,USA,
2532,FLASH Power,Forest Lake,Minnesota,USA,
2533,Juarez Aztec Eagles,Chicago,IL,USA,
2534,Lumberjack Robotics,Baltimore ,Maryland,USA,
2535,TIGEARS,Minneapolis,MN,USA,
2536,Carver Bears,Baltimore,MD,USA,
2537,Space RAIDers,Columbia,Maryland,USA,
2538,The Plaid Pillagers,Morris,Minnesota,USA,
2539,Krypton Cougars,Palmyra,Pennsylvania,USA,
2540,SPARC,Pontotoc,MS,USA,
2542,Go4bots,Gresham,OR,USA,
2543,TitanBot,Chula Vista,California,USA,
2544,HCRC,Harborcreek,Pennsylvania,USA,
2545,Quantum Mechanics,Minneapolis,Minnesota,USA,
2546,Electric Sheep,Baltimore,MD,USA,
2547,Redcat Robos,Milwaukee,WI,USA,
2549,Millerbots,Minneapolis,Minnesota,USA,
2550,Skynet,Oregon City,Oregon,USA,
2551,Penguin Empire,Novato,California,USA,
2553,Pirates,Pearl,MS,USA,
2554,The Warhawks,Edison,New Jersey,USA,
2555,RoboRams,Tacoma,Washington,USA,
2556,RadioActive Roaches,Niceville,Florida,USA,
2557,SOTAbots,Tacoma,Washington,USA,
2558,SciBot,Harrisburg,PA,USA,
2559,Normality Zero,Harrisburg,Pennsylvania,USA,
2560,RoboDog,Grandview,Missouri,USA,
2561,St Paul East Side RobEASTs,Saint Paul,MN,USA,
2562,Robinson,San Juan,PR,USA,
2563,Toros,Caguas,PR,USA,
2564,Red Hawks,San Juan,PR,USA,
2565,Technovations,Cupey,PR,USA,
2566,Universitiers,San Juan,PR,USA,
2567,Miguel,San Juan,PR,USA,
2568,STORM,Carolina,PR,USA,
2569,Artist Engineers,San Juan,PR,USA,
2570,SHS,Sahuarita,AZ,USA,
2571,Chief robot,Haileyville,OK,USA,
2572,governors,Saint Paul,MN,USA,
2573,Mustang,Brooklyn,NY,USA,
2574,RoboHuskie,St. Anthony,Minnesota,USA,
2575,White Hurricane,Santa Branca,SP,Brazil,
2576,Chilean Heart,Santiago,Región Metropolitana de Santiago,Chile,
2577,Pingry Robotics,Basking Ridge,New Jersey,USA,
2579,LIC Robodogs,Astoria,New York,USA,
2580,Mecha-Knights,New Orleans,LA,USA,
2581,Bulldog Robotic Team,Monroe,LA,USA,
2582,PantherBots,Lufkin,Texas,USA,
2583,Orange Dynamite,Austin,Texas,USA,
2584,Flame of The West,Calabasas,California,USA,
2585,Impact,Bellaire,Texas,USA,
2586,Copper Bots,Calumet,Michigan,USA,
2587,DiscoBots,Houston,Texas,USA,
2588,JAVA,Pomona,CA,USA,
2589,The Codebandits,Byfield,MA,USA,
2590,Nemesis,Robbinsville,New Jersey,USA,
2591,RedTails,Detroit,Michigan,USA,
2592,Hawks,Rio Rico,AZ,USA,
2593,Brobot,Peabody,MA,USA,
2594,Naskcorpions,Nampa,Idaho,USA,
2595,Illuminati,Los Angeles,CA,USA,
2596,Ferrous Bulldog Inovations ,Jersey City,NJ,USA,
2597,Raider bots,Houston,TX,USA,
2598,Neofighters,Hercules,CA,USA,
2599,FULL THROTTLE,CHULA VISTA,CA,USA,
2600,Team Falcon,Oak Ridge,New Jersey,USA,
2601,Steel Hawks,Flushing,New York,USA,
2602,Falcons,Henderson,NV,USA,
2603,Steel Stingers,Medina,Ohio,USA,
2604,Metal and Soul,Capac,Michigan,USA,
2605,Seamonsters,Bellingham,Washington,USA,
2606,Irish Robotics,Rosemount,Minnesota,USA,
2607,The Fighting RoboVikings,Warminster,Pennsylvania,USA,
2608,MiGHT,Farmington Hills,MI,USA,
2609,Beaverworx,Guelph,Ontario,Canada,
2611,Jacktown Vectors,Jackson,Michigan,USA,
2612,The Corsairs,Waterford,Michigan,USA,
2613,Protobots,Van Horn,Texas,USA,
2614,Mountaineer Area RoboticS (MARS),Morgantown,West Virginia,USA,
2617,Robo Reds,Lansing,MI,USA,
2618,The Mad Hatters,Pittsburgh,PA,USA,
2619,The Charge,Midland,Michigan,USA,
2620,Titans,Southgate,Michigan,USA,
2621,Bucs,Bedford,MA,USA,
2622,Team 1,San Diego,CA,USA,
2623,lovenpeace,Antioch,CA,USA,
2624,BotCatz,Toronto,ON,Canada,
2625,ARC Robotics,Mississauga,ON,Canada,
2626,Evolution,Sherbrooke,Québec,Canada,
2627,Techies,Ann Arbor,MI,USA,
2628,Pirates,San Francisco,CA,USA,
2629,Halcones,QUERETARO,OAX,Mexico,
2630,Thunderbolts,Emek Hefer,HaMerkaz,Israel,
2632,SteeleBots,Amherst,Ohio,USA,
2633,Pittsburg Pirates,Pittsburg,CA,USA,
2634,The Gryphons,North York,Ontario,Canada,
2635,Lake Monsters,Lake Oswego,Oregon,USA,
2637,Phantom Catz,Rolling Hills Estates,California,USA,
2638,Rebel Robotics,Great Neck,New York,USA,
2640,HOTBOTZ,Reidsville,North Carolina,USA,
2641,Pittsburgh Central Catholic Robotics,Pittsburgh,Pennsylvania,USA,
2642,Pitt Pirates,Greenville,North Carolina,USA,
2643,Dark Matter,San Jose,California,USA,
2644,Trojans,Pittsburgh,PA,USA,
2645,PowerSurge,Muskegon,MI,USA,
2647,Cyborg Mustangs,Phoenix,Arizona,USA,
2648,Infinite Loop,Oakland,Maine,USA,
2649,Meyer Robotics,Porto Alegre,RS,Brazil,
2650,ELAHLYA,Om- Elfahem,HA,Israel,
2652,Highlander Engineering and Technology,El Paso,TX,USA,
2653,Master Robotics,Aracaju,SE,Brazil,
2654,Polar Rams,Roseau,Minnesota,USA,
2655,The Flying Platypi,Greensboro,North Carolina,USA,
2656,Quasics,Monroeville,Pennsylvania,USA,
2657,Team Thundercats,Deming,New Mexico,USA,
2658,Σ-Motion,San Diego,California,USA,
2659,RoboWarriors,Mission Hills,California,USA,
2660,Pengbots,Tulalip,Washington,USA,
2661,Trailblazers,Chatsworth,CA,USA,
2662,RoboKrew,Tolleson,Arizona,USA,
2663,The Foothillers,El Cajon,CA,USA,
2664,Lobos,Houston,TX,USA,
2665,CougarBots,Dayton,Ohio,USA,
2667,Knights of the Valley,Apple Valley,Minnesota,USA,
2668,North Montco Vortex,Lansdale,PA,USA,
2669,KY Bots,Kiryat Yam,Z,Israel,
2670,Absent Algorithms,Toronto,ON,Canada,
2672,Osfia,Osfia,Z,Israel,
2673,Tenacious Technicians,Detroit,Michigan,USA,
2674,Nilton Lins,Manaus,AM,Brazil,
2675,ABCTech,Canoas,RS,Brazil,
2676,Ecorse Robo Raiders,Ecorse,Michigan,USA,
2678,Brauder,Jerusalem,JM,Israel,
2679,Atlantis,Jerusalem,Yerushalayim,Israel,
2680,Vex Minas,Minas do Leão,RS,Brazil,
2681,Lady G-House Pirates,Brooklyn,NY,USA,
2682,Boneyard Robotics 2682,Greenville,North Carolina,USA,
2685,Team Haven,Byfield,MA,USA,
2686,The Memphis MechWarriors,Memphis,Tennessee,USA,
2687,Team Apprentice,Austin,Texas,USA,
2688,'Iolani Robotics,Honolulu,Hawaii,USA,
2689,Team Alpha,Austin,Texas,USA,
2702,Rebels,Waterloo,Ontario,Canada,
2703,fire fox,ben shemen y.v.,M,Israel,
2704,Roaring Robotics,Naperville,Illinois,USA,
2705,WE ROBOT,Eden Prairie,Minnesota,USA,
2706,Merge Robotics,Ottawa,Ontario,Canada,
2707,Viking Robotics,Saint Louis,Missouri,USA,
2708,Lake Effect Robotics,Kingston,Ontario,Canada,
2709,Iron Wolves,Chicago,Illinois,USA,
2710,JetStream,Palos Verdes Peninsula,California,USA,
2711,Centaurus Robotics,Lafayette,CO,USA,
2712,Power Surge 4-H Robotics,Waterbury,Connecticut,USA,
2713,Red Hawk Robotics,Melrose,Massachusetts,USA,
2714,♨️ BBQ ♨️,Dallas,Texas,USA,
2716,Ranger Force,Spencerport,New York,USA,
2718,Team OKC e'possums (Σ 1/n! x 10³),Oklahoma City,Oklahoma,USA,
2719,Ketronix Robotix,Monroe,MI,USA,
2720,Red Watch Robotics,Medford,New Jersey,USA,
2721,Fang,Lasara,Texas,USA,
2722,Charge Robotics,Marlton,New Jersey,USA,
2723,Team Rocket,Oklahoma City,Oklahoma,USA,
2724,Avalanche Robotics,Charlotte,North Carolina,USA,
2725,Ice Princesses,Chicago,Illinois,USA,
2726,Red Pebble Rebels,Salt Lake City,Utah,USA,
2728,♨️ TACO ♨️,Carrollton,Texas,USA,
2729,Storm Robotics Team,Marlton,New Jersey,USA,
2733,Pigmice,Portland,Oregon,USA,
2735,RoBobcats,Fruitvale,TX,USA,
2737,Wizards,Houston,TX,USA,
2739,Bucket of Bolts,Gilberts,IL,USA,
2741,Method 2 Madness,Batavia,IL,USA,
2743,Berkner Rambots ,Richardson,TX,USA,
2745,Incognito,San Antonio,TX,USA,
2747,Turner Lions,Carrollton,TX,USA,
2749,The 7th Direction,Connersville,IN,USA,
2751,SPARK Robotics,Pendleton,SC,USA,
2753,Team Overdrive,Bridgewater,NJ,USA,
2757,B.A.D. (Built And Dangerous!),Longwood,FL,USA,
2759,Roboneers,Stillwater,OK,USA,
2761,IronHorse Robotics,Fresno,California,USA,
2763,Tigers,Sterling,OK,USA,
2765,Radioactive Robotics,Norman,Oklahoma,USA,
2767,Stryke Force,Kalamazoo,Michigan,USA,
2769,ROBOTS IN MOTION,Chicago,IL,USA,
2771,Code Red Robotics the Stray Dogs,Grandville,Michigan,USA,
2773,IronDogz,Edmond,Oklahoma,USA,
2775,Jackson Area Robotics,Jackson,TN,USA,
2777,Blackwell Resistance,Blackwell,OK,USA,
2779,CH1RP,Claremore,OK,USA,
2781,RoboPRIDE,Burbank,Illinois,USA,
2783,Engineers of Tomorrow,La Grange,Kentucky,USA,
2785,Prometheus,Kent,Connecticut,USA,
2787,Team Chaos,Corpus Christi,TX,USA,
2789,TEXPLOSION,Manor,Texas,USA,
2791,Shaker Robotics,Latham,New York,USA,
2793,Sabercats,Moore,OK,USA,
2795,Ohm's Claw,Broken Arrow,Oklahoma,USA,
2797,Knight & Nerdy,Clermont,Florida,USA,
2799,The Teslas,Kansas City,MO,USA,
2803,Firebirds,Chicago,IL,USA,
2805,Ghost in the Machine,Waxahachie,Texas,USA,
2809,K-Botics,Kingston,Ontario,Canada,
2811,StormBots,Vancouver,Washington,USA,
2813,Gear Heads,Saratoga,California,USA,
2815,Blue Devil Mechanics,Columbia,South Carolina,USA,
2817,Bluff City Bots,Memphis,Tennessee,USA,
2819,Team Dynamite,Oxon Hill,Maryland,USA,
2821,TASER,Preston,OK,USA,
2823,The Automatons,Saint Paul,Minnesota,USA,
2825,Roc Robotics,Saint Paul,Minnesota,USA,
2826,Wave Robotics,Oshkosh,Wisconsin,USA,
2827,The Tiki Bots,Coronado,California,USA,
2829,Knights of Sir MacHinery,Norman,OK,USA,
2830,Riverside RoboTigers,Milwaukee,Wisconsin,USA,
2831,Warriors,Chicago,IL,USA,
2832,The Livonia Warriors,Livonia,Michigan,USA,
2833,Roboscorpions,Brownsville,Texas,USA,
2834,Bionic Black Hawks,Bloomfield Hills,Michigan,USA,
2835,Shazbotz,Youngstown,OH,USA,
2836,Team Beta,Woodbury,Connecticut,USA,
2837,Freebirds,Gilbert,AZ,USA,
2838,Eaglebots,Chesterfield,Missouri,USA,
2839,Daedalus,Escondido,California,USA,
2840,PCDS Blue Tide,Paradise Valley,Arizona,USA,
2841,NECHS,El Paso,TX,USA,
2842,Mustangs,Bokchito,OK,USA,
2843,Metal Heads,El Paso,TX,USA,
2844,Stampede Robotics,Laveen,Arizona,USA,
2845,O'Botics,Osseo,MN,USA,
2846,FireBears,Roseville,Minnesota,USA,
2847,The MegaHertz,Fairmont,Minnesota,USA,
2848,Rangers,Dallas,Texas,USA,
2849,Ursa Major,Columbia,Maryland,USA,
2850,Cyberwolves,Coeur d'Alene,ID,USA,
2851,Crevolution,Sterling Heights,Michigan,USA,
2852,DM High Voltage,St Catharines,Ontario,Canada,
2853,Hot Spot Robotics,Mililani,Hawaii,USA,
2854,The Prototypes,San Jose,California,USA,
2855,BEASTBOT,Saint Paul,Minnesota,USA,
2856,Planetary Drive,Lexington,Kentucky,USA,
2857,Black Ops,Dallas,TX,USA,
2859,Blasterbots,Golden,CO,USA,
2861,Infinity's End,Lake City,Minnesota,USA,
2862,UTC Westhill Vikings,Stamford,CT,USA,
2864,Sigma Phoenix,El Paso,TX,USA,
2865,ROBOTEKNIX,Post Falls,ID,USA,
2866,Phoenix Robotics,Owings Mills,MD,USA,
2867,ElkLogics,Elkhart,Indiana,USA,
2869,Regal Eagles,Bethpage,New York,USA,
2871,Beantown Botz,Roxbury,MA,USA,
2872,CyberCats,Old Westbury,New York,USA,
2873,NWR,Flowood,MS,USA,
2874,Iron Eagles,Grain Valley,Missouri,USA,
2875,CyberHawks,Cold Spring Harbor,New York,USA,
2876,DevilBotz,Burlington,Massachusetts,USA,
2877,LigerBots,Newtonville,Massachusetts,USA,
2879,Oriole Robotics,Saint Louis Park,Minnesota,USA,
2880,Finger Puppet Mafia,Galveston,TX,USA,
2881,Lady Cans,Austin,Texas,USA,
2882,Nuts n' Boltz,Katy,Texas,USA,
2883,F.R.E.D (FIRST Robotics Engineering and Design),Warroad,Minnesota,USA,
2884,EngiKnights,Caguas,PR,USA,
2885,Falcons,San Juan,PR,USA,
2887,Blue Bots,Atlanta,GA,USA,
2888,The Beaverbots,Chestnut Hill,MA,USA,
2890,The Hawk Collective,Chesapeake,Virginia,USA,
2892,Hottie Botties,Sacramento,CA,USA,
2893,Parkway North Robohobos,Saint Louis,MO,USA,
2894,ACE Robotics,Kansas City,MO,USA,
2895,Blazenbots,Far Rockaway,New York,USA,
2896,MechaMonarchs,Honolulu,Hawaii,USA,
2897,R3 - Rapoport Raven Robotics,Waco,Texas,USA,
2898,Flying Hedgehogs,Portland,Oregon,USA,
2900,The Mighty Penguins,Washington,District of Columbia,USA,
2901,Rocket Sock'em Robots,Cortland,OH,USA,
2902,NYACK,Saint Louis,MO,USA,
2903,NeoBots,Arlington,Washington,USA,
2904,PlaZmachines,Monroe,WA,USA,
2905,Sultans of Turkiye,Istanbul,Istanbul,Türkiye,
2906,Sentinel Prime Robotics,Spanaway,Washington,USA,
2907,Lion Robotics,Auburn,Washington,USA,
2908,DeceptiKangs,Kirkland,WA,USA,
2909,Zebra Bots,Rochester,Indiana,USA,
2910,Jack in the Bot,Mill Creek,Washington,USA,
2911,CoolBots,Washington,District of Columbia,USA,
2912,Panther Robotics,Washington,District of Columbia,USA,
2913,ROBOT RAMBLER ,Washington,DC,USA,
2914,TIGER PRIDE,Washington,District of Columbia,USA,
2915,Pandamonium,Portland,Oregon,USA,
2916,Bionic Bears,Palm Bay,Florida,USA,
2917,Woodward RoboDogs,Cincinnati,OH,USA,
2918,Gearheads,Jasper,Alabama,USA,
2919,Night Wolves,L.A.,CA,USA,
2920,Robo-Hawks,Holly Springs,MS,USA,
2921,Falcon,Tacoma,WA,USA,
2922,RoboCon,Concrete,WA,USA,
2923,Aggies,Rosalia,Washington,USA,
2924,2924 Murphy's Lawyers,Chimacum,WA,USA,
2925,North Central Tech Center,Wenatchee,WA,USA,
2926,Robo Sparks,Wapato,Washington,USA,
2927,NEST Robotics,Graham,Washington,USA,
2928,Viking Robotics,Seattle,Washington,USA,
2929,Emeral Ridge JAGBOTS,Puyallup,Washington,USA,
2930,Sonic Squirrels,Snohomish,Washington,USA,
2932,Pueo Power Engineering,Honolulu,HI,USA,
2933,BASH,Bronx,NY,USA,
2934,Tech Tigers ,Houston,TX,USA,
2935,NACI Robotics,Toronto,Ontario,Canada,
2936,Gatorzillas,Dickinson,TX,USA,
2938,HSE Tigers,Houston,TX,USA,
2940,The Alternative Experience,Chicago,IL,USA,
2941,BLURR-Ben Logan Ultra Raider Robotics,Bellefontaine,OH,USA,
2942,Panda Robotics,Seattle,Washington,USA,
2943,ROBO Dynamics,Dallas,TX,USA,
2944,Titanium Tigers,Spokane,Washington,USA,
2945,Steel Mustangs,Manitou Springs,Colorado,USA,
2946,Novas,Milwaukee,WI,USA,
2947,ROBO-TIGERS,EL PASO,TX,USA,
2948,Prototype,Fort Worth,TX,USA,
2949,pwnage,Batavia,IL,USA,
2950,Devastators,Waco,Texas,USA,
2951,Benson High Robotics Club,Portland,OR,USA,
2952,Brackenbots,San Antonio,TX,USA,
2953,South Dallas Bots,Dallas,TX,USA,
2956,E-STEM EAGLES,Houston,TX,USA,
2957,Knights1,Alden,Minnesota,USA,
2958,Grizzly's,Canton,GA,USA,
2959,Robotarians,Coloma,Michigan,USA,
2960,Automation Nation,Birmingham,Michigan,USA,
2961,Crimson Tide Engineers,Washington,District of Columbia,USA,
2962,EagleBots,Washington,DC,USA,
2963,AnaDroids,Washington,District of Columbia,USA,
2964,Robopanthers,Washington,District of Columbia,USA,
2965,Iron Vikings,Lubbock,TX,USA,
2966,Tiger Tech,Pharr,Texas,USA,
2967,Columbus IronWorks,Columbus,GA,USA,
2969,Aftermath,San Antonio,Texas,USA,
2970,eSchool eBots,Kenosha,WI,USA,
2971,ROBO-IDAHO,Coeur d'Alene,ID,USA,
2972,Gears and Buccaneers,Lafayette,Colorado,USA,
2973,Mad Rockers,Madison,Alabama,USA,
2974,Walton Robotics,Marietta,Georgia,USA,
2975,Team Viral,Central,LA,USA,
2976,The Spartabots,Sammamish,Washington,USA,
2977,Sir Lancer Bots,La Crescent,Minnesota,USA,
2978,Cavaliers,Saint Louis,Missouri,USA,
2979,RO-BEAUMONT,Beaumont,TX,USA,
2980,Whidbey Island Wildcats,Oak Harbor,Washington,USA,
2981,Bulldogs,Waco,TX,USA,
2982,Phoenix Metal,Laredo,TX,USA,
2983,Robo-Noles,Fairburn,GA,USA,
2984,Vikings Robotics,La Jolla,California,USA,
2985,Tech Know Logic,San Antonio,TX,USA,
2986,Cyber Comets,Oklahoma City,Oklahoma,USA,
2987,Rogue Robotics,Farmington,Minnesota,USA,
2988,RoboRiot,Berryville,Virginia,USA,
2989,Star Tech,Richfield,Minnesota,USA,
2990,Hotwire,Turner,Oregon,USA,
2991,Boxer Bots,Houston,TX,USA,
2992,The S.S. Prometheus,Mandeville,Louisiana,USA,
2993,InTech MegaBots,Logan,Utah,USA,
2994,ASTECHZ,Ottawa,Ontario,Canada,
2995,"""Mountain Force Robotics""",Dallas,TX,USA,
2996,Cougars Gone Wired,Colorado Springs,Colorado,USA,
2998,VikingBots,Richmond,Virginia,USA,
2999,TJHS,Rochester,NY,USA,
3000,Jeffersontown Robochargers,Louisville,Kentucky,USA,
3001,Chieftain Robotics,Santa Fe Springs,CA,USA,
3002,Roboblazers,Detroit,MI,USA,
3003,TAN(X),Canandaigua,New York,USA,
3004,Bx Quixote,Bronx,New York,USA,
3005,RoboChargers,Dallas,Texas,USA,
3006,Red Rock Robotics,Salt Lake City,Utah,USA,
3007,Robotitans,Oakdale,Minnesota,USA,
3008,Team Magma,Honolulu,Hawaii,USA,
3009,High Scalers,Boulder City,Nevada,USA,
3010,The Red Plague,Centerburg,Ohio,USA,
3011,RoboWarriors,APO,Hessen,Germany,
3012,Spartans,Houston,TX,USA,
3013,Zombots,Vallejo ,California,USA,
3014,Tech Heads,Albuquerque,NM,USA,
3015,Ranger Robotics,Spencerport,New York,USA,
3016,CyCreek Crusaders,Houston,Texas,USA,
3017,Patriots,Fresh Meadows,New York,USA,
3018,Nordic Storm,Saint Peter,Minnesota,USA,
3019,Firebirds,Scottsdale,Arizona,USA,
3020,SMbld,Rancho Santa Margarita,California,USA,
3021,The  Agency,Escondido,California,USA,
3022,MKS Explosion,San Jose,CA,USA,
3023,STARK Industries,Elk River,Minnesota,USA,
3024,My Favorite Team,Ashland,Oregon,USA,
3025,DARC,Decatur,AL,USA,
3026,Orange Crush Robotics,Delano,Minnesota,USA,
3027,Seraphim Systems,Ventura,California,USA,
3028,Robot Commando Squad,Hidalgo,Texas,USA,
3029,Mecha Titans,Pharr,Texas,USA,
3032,Master Team,Aracaju,SE,Brazil,
3034,Galileo,Kefar Blum,HaZafon,Israel,
3035,Droid Rage,Corpus Christi,Texas,USA,
3036,DROBA Warriors,Deer River,Minnesota,USA,
3037,LOBOTS,Longview,Texas,USA,
3038,Inter-district Computers and Engineering,North Branch,Minnesota,USA,
3039,Wildcat Robotics,Destrehan,Louisiana,USA,
3040,red knights,toronto,ON,Canada,
3041,Spartans Robotics Club,Chula Vista,California,USA,
3042,Cobalt Catalysts,Apple Valley,Minnesota,USA,
3043,Da Vinci Dragons,El Paso,Texas,USA,
3044,Team 0xBE4,Ballston Spa,New York,USA,
3045,Gear Gremlins,San Mateo,California,USA,
3046,GWHS RoboFanatics,Charmco,WV,USA,
3048,EVIT Robotics 2017,Mesa ,Arizona,USA,
3049,BremerTron,Bremerton,Washington,USA,
3052,Makif Yud,Rishon Lezion,M,Israel,
3053,VB Stingers,Queens Village,New York,USA,
3054,IceStorm,Grand Marais,Minnesota,USA,
3055,Furious George,Austin,Minnesota,USA,
3056,Pirates,Crookston,Minnesota,USA,
3057,MHS Jaquers,Rochester,NY,USA,
3058,ANNDROIDS,Annandale,Minnesota,USA,
3059,Riverside Envirobotics,Yonkers,New York,USA,
3060,The Narcoleptic Doxins,Birmingham,MI,USA,
3061,Huskie Robotics,Naperville,Illinois,USA,
3062,Spartan Robotics,Natrona Heights,Pennsylvania,USA,
3063,HOLTZ-STARS,Tel Aviv,M,Israel,
3064,Tichon Tel Aviv,Tichon Tel Aviv,HA,Israel,
3065,Jatt High School,Jatt,HaMerkaz,Israel,
3067,Robovikes,Geneva,Illinois,USA,
3069,TarNation,Detroit,MI,USA,
3070,Team Pronto 3070,Shoreline,Washington,USA,
3071,Certified NOOBS,Humble,TX,USA,
3072,Backwoods Bots,Wytheville,Virginia,USA,
3073,firstinlod,LOD,TA,Israel,
3074,New School Robotics,Kennebunk,ME,USA,
3075,Ha-Dream Team,Hod Hasharon,HaMerkaz,Israel,
3076,Ort Arad,Arad,D,Israel,
3077,Robobrain,Jerusalem,JM,Israel,
3079,The RoboWarriors,Richmond,VA,USA,
3080,So-Called Robotics,Rio Grande City,TX,USA,
3081,RoboEagles,Bloomington,Minnesota,USA,
3082,Chicken Bot Pie,Minnetonka,Minnesota,USA,
3083,Artemis,Maagan Michael,HaZafon,Israel,
3084,PatriORT,Hazor,Z,Israel,
3086,Broncoweiss,Kyriat Shmona,Z,Israel,
3087,Ben Shemen,Ben Shemen,M,Israel,
3088,Kill-O-Bites,Kiryat Bialik,HA,Israel,
3089,Bot-N,Haifa,HA,Israel,
3090,Chaotic Robotics,Winona,Minnesota,USA,
3091,100 Scholars,Atlanta,Georgia,USA,
3092,Nazareth Ilit,Nazareth Ilit,Z,Israel,
3093,Bearcats,Monroe,WA,USA,
3094,Blich,Ramat Gan,M,Israel,
3095,Pilots,Warren,MI,USA,
3096,The Village Bulldogs,Detroit,Michigan,USA,
3097,Blue Lightning,Detroit,MI,USA,
3098,Waterford Robotics,Waterford,Michigan,USA,
3100,Lightning Turtles,Mendota Heights,Minnesota,USA,
3102,Tech-No-Tigers,Nevis,Minnesota,USA,
3103,Iron Plaid,Houston,Texas,USA,
3104,The Cyber Rams,Stamford,Connecticut,USA,
3105, Lagablab,Manila,00,Philippines,
3106,The Contenders,Farmersville,TX,USA,
3107,Tilden Techers,Chicago,IL,USA,
3108,PR9,pttsburgh,PA,USA,
3109,GA Robotics,Memphis,TN,USA,
3110,SeaBots,Chicago,Illinois,USA,
3111,RoboCougars,Newark,NJ,USA,
3112,GSERT Falcons,Bronx,NY,USA,
3114,To be determined,Southfield,MI,USA,
3115,Robo-Panthers,Detroit,MI,USA,
3116,Phoenix,Memphis,TN,USA,
3117,Harfangs,Sherbrooke,Québec,Canada,
3119,Rockets,Detroit,MI,USA,
3120,RoboKnights,Sherman Oaks,California,USA,
3121,Alloy Fingerprints,Portage County,OH,USA,
3122,The Alluminators,New Ulm,Minnesota,USA,
3123,Wildcogs,Pottstown,PA,USA,
3124,Cyberian Huskies,Edmond,OK,USA,
3125,Pirates of the Pythagorean,Hartford,CT,USA,
3126,FlashPoint,Hollis,NH,USA,
3128,The Aluminum Narwhals,San Diego,California,USA,
3129,Green MacHHHHine,Mountain View,CA,USA,
3130,The ERRORs,Woodbury,Minnesota,USA,
3131,Gladiators,Gladstone,Oregon,USA,
3132,Thunder Down Under,Sydney,New South Wales,Australia,
3133,Coronado Robotics,Scottsdale,Arizona,USA,
3134,The Accelerators,Cass Lake,Minnesota,USA,
3135,Robotic Colonels,Chicago,Illinois,USA,
3136,O.R.C.A.,Ashland,Virginia,USA,
3137,T-Birds,Bohemia,New York,USA,
3138,Innovators Robotics,Englewood,Ohio,USA,
3139,Oxford Omega,Oxford,Alabama,USA,
3140,Flagship,Knoxville,Tennessee,USA,
3141,PiBots,Torrington,CT,USA,
3142,Aperture,Newton,New Jersey,USA,
3143,NTC Night Hawks,Norfolk,VA,USA,
3144,KRYPTO-KNIGHTS,2801 N.W. 27TH,OK,USA,
3145,TeraViks,Coeur D Alene,Idaho,USA,
3146,GRANBY GRUNTS,Granby,Connecticut,USA,
3147,Munster Horsepower,Munster,Indiana,USA,
3148,Joltz,Dorchester,MA,USA,
3149,PANDAMONIUM!,Lakeland,FL,USA,
3150,Mustangs,Marriottsville,MD,USA,
3151,Cyberstorm,Sewell,New Jersey,USA,
3152,KTC-Monsters,Idabel,Oklahoma,USA,
3154,"Robo-Razzaitore ""THE RAZZ""",Baltimore,MD,USA,
3155,Globots,Las Vegas,NV,USA,
3156,Solista,Fremont,CA,USA,
3157,Iron Lancers,Rochester,New York,USA,
3158,PrepaTec - TECBOT,Metepec,Mexico,Mexico,
3160,F. R. O. G. - FIRST Robotics Organization of Grove,Grove,Oklahoma,USA,
3161,Tronic Titans,Oakville,Ontario,Canada,
3162,RoBoComm-X,Rochester,NY,USA,
3163,ROARBOTS,Henryetta,Oklahoma,USA,
3164,Stealth Tigers,Tampa,Florida,USA,
3165,NewBots,Newberg,OR,USA,
3166,Rooks,Sandy,Utah,USA,
3167,Mechanical Misfits,Philadelphia,Pennsylvania,USA,
3168,Warriors,Suffolk,Virginia,USA,
3169,Saint-Borgs,Edmond,Oklahoma,USA,
3170,Bearded Dragons,Buckeye,AZ,USA,
3171,HURRICANES,Westhampton Beach,New York,USA,
3172,HorsePOWER,Salina,Kansas,USA,
3173,IgKnighters,Rochester,New York,USA,
3174,ROBODAWGS,ANNISTON,AL,USA,
3175,Knight Vision,Grosse Pointe Woods,Michigan,USA,
